questionId,frontendQuestionId,title,titleSlug,difficulty,acRate,isPaidOnly,topics,hasSolution,hasVideoSolution,url
789,703,Kth Largest Element in a Stream,kth-largest-element-in-a-stream,Easy,59.73,False,"Tree, Design, Binary Search Tree, Heap (Priority Queue), Binary Tree, Data Stream",True,False,https://leetcode.com/problems/kth-largest-element-in-a-stream
792,704,Binary Search,binary-search,Easy,59.23,False,"Array, Binary Search",True,False,https://leetcode.com/problems/binary-search
816,705,Design HashSet,design-hashset,Easy,67.31,False,"Array, Hash Table, Linked List, Design, Hash Function",True,False,https://leetcode.com/problems/design-hashset
817,706,Design HashMap,design-hashmap,Easy,65.7,False,"Array, Hash Table, Linked List, Design, Hash Function",True,False,https://leetcode.com/problems/design-hashmap
838,707,Design Linked List,design-linked-list,Medium,28.93,False,"Linked List, Design",True,False,https://leetcode.com/problems/design-linked-list
850,708,Insert into a Sorted Circular Linked List,insert-into-a-sorted-circular-linked-list,Medium,37.77,True,Linked List,True,False,https://leetcode.com/problems/insert-into-a-sorted-circular-linked-list
742,709,To Lower Case,to-lower-case,Easy,84.03,False,String,True,False,https://leetcode.com/problems/to-lower-case
894,710,Random Pick with Blacklist,random-pick-with-blacklist,Hard,33.94,False,"Array, Hash Table, Math, Binary Search, Sorting, Randomized",False,False,https://leetcode.com/problems/random-pick-with-blacklist
711,711,Number of Distinct Islands II,number-of-distinct-islands-ii,Hard,54.4,True,"Hash Table, Depth-First Search, Breadth-First Search, Union Find, Hash Function",True,False,https://leetcode.com/problems/number-of-distinct-islands-ii
712,712,Minimum ASCII Delete Sum for Two Strings,minimum-ascii-delete-sum-for-two-strings,Medium,65.54,False,"String, Dynamic Programming",True,False,https://leetcode.com/problems/minimum-ascii-delete-sum-for-two-strings
713,713,Subarray Product Less Than K,subarray-product-less-than-k,Medium,52.49,False,"Array, Binary Search, Sliding Window, Prefix Sum",True,False,https://leetcode.com/problems/subarray-product-less-than-k
714,714,Best Time to Buy and Sell Stock with Transaction Fee,best-time-to-buy-and-sell-stock-with-transaction-fee,Medium,70.01,False,"Array, Dynamic Programming, Greedy",True,False,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee
715,715,Range Module,range-module,Hard,44.06,False,"Design, Segment Tree, Ordered Set",True,False,https://leetcode.com/problems/range-module
716,716,Max Stack,max-stack,Hard,45.34,True,"Linked List, Stack, Design, Doubly-Linked List, Ordered Set",True,False,https://leetcode.com/problems/max-stack
717,717,1-bit and 2-bit Characters,1-bit-and-2-bit-characters,Easy,45.12,False,Array,True,False,https://leetcode.com/problems/1-bit-and-2-bit-characters
718,718,Maximum Length of Repeated Subarray,maximum-length-of-repeated-subarray,Medium,50.97,False,"Array, Binary Search, Dynamic Programming, Sliding Window, Rolling Hash, Hash Function",True,False,https://leetcode.com/problems/maximum-length-of-repeated-subarray
719,719,Find K-th Smallest Pair Distance,find-k-th-smallest-pair-distance,Hard,45.62,False,"Array, Two Pointers, Binary Search, Sorting",True,False,https://leetcode.com/problems/find-k-th-smallest-pair-distance
720,720,Longest Word in Dictionary,longest-word-in-dictionary,Medium,53.23,False,"Array, Hash Table, String, Trie, Sorting",True,False,https://leetcode.com/problems/longest-word-in-dictionary
721,721,Accounts Merge,accounts-merge,Medium,58.99,False,"Array, Hash Table, String, Depth-First Search, Breadth-First Search, Union Find, Sorting",True,False,https://leetcode.com/problems/accounts-merge
722,722,Remove Comments,remove-comments,Medium,39.25,False,"Array, String",True,False,https://leetcode.com/problems/remove-comments
723,723,Candy Crush,candy-crush,Medium,77.2,True,"Array, Two Pointers, Matrix, Simulation",True,False,https://leetcode.com/problems/candy-crush
724,724,Find Pivot Index,find-pivot-index,Easy,60.04,False,"Array, Prefix Sum",True,False,https://leetcode.com/problems/find-pivot-index
725,725,Split Linked List in Parts,split-linked-list-in-parts,Medium,70.12,False,Linked List,True,False,https://leetcode.com/problems/split-linked-list-in-parts
726,726,Number of Atoms,number-of-atoms,Hard,65.02,False,"Hash Table, String, Stack, Sorting",True,False,https://leetcode.com/problems/number-of-atoms
727,727,Minimum Window Subsequence,minimum-window-subsequence,Hard,43.58,True,"String, Dynamic Programming, Sliding Window",True,False,https://leetcode.com/problems/minimum-window-subsequence
728,728,Self Dividing Numbers,self-dividing-numbers,Easy,79.43,False,Math,True,False,https://leetcode.com/problems/self-dividing-numbers
729,729,My Calendar I,my-calendar-i,Medium,58.36,False,"Array, Binary Search, Design, Segment Tree, Ordered Set",True,False,https://leetcode.com/problems/my-calendar-i
730,730,Count Different Palindromic Subsequences,count-different-palindromic-subsequences,Hard,46.13,False,"String, Dynamic Programming",True,False,https://leetcode.com/problems/count-different-palindromic-subsequences
731,731,My Calendar II,my-calendar-ii,Medium,62.83,False,"Array, Binary Search, Design, Segment Tree, Prefix Sum, Ordered Set",True,False,https://leetcode.com/problems/my-calendar-ii
732,732,My Calendar III,my-calendar-iii,Hard,72.02,False,"Binary Search, Design, Segment Tree, Prefix Sum, Ordered Set",True,False,https://leetcode.com/problems/my-calendar-iii
733,733,Flood Fill,flood-fill,Easy,65.94,False,"Array, Depth-First Search, Breadth-First Search, Matrix",True,False,https://leetcode.com/problems/flood-fill
734,734,Sentence Similarity,sentence-similarity,Easy,44.54,True,"Array, Hash Table, String",True,False,https://leetcode.com/problems/sentence-similarity
735,735,Asteroid Collision,asteroid-collision,Medium,45.16,False,"Array, Stack, Simulation",True,False,https://leetcode.com/problems/asteroid-collision
736,736,Parse Lisp Expression,parse-lisp-expression,Hard,52.33,False,"Hash Table, String, Stack, Recursion",True,False,https://leetcode.com/problems/parse-lisp-expression
737,737,Sentence Similarity II,sentence-similarity-ii,Medium,50.52,True,"Array, Hash Table, String, Depth-First Search, Breadth-First Search, Union Find",True,False,https://leetcode.com/problems/sentence-similarity-ii
738,738,Monotone Increasing Digits,monotone-increasing-digits,Medium,48.52,False,"Math, Greedy",True,False,https://leetcode.com/problems/monotone-increasing-digits
739,739,Daily Temperatures,daily-temperatures,Medium,67.06,False,"Array, Stack, Monotonic Stack",True,False,https://leetcode.com/problems/daily-temperatures
740,740,Delete and Earn,delete-and-earn,Medium,56.65,False,"Array, Hash Table, Dynamic Programming",True,False,https://leetcode.com/problems/delete-and-earn
741,741,Cherry Pickup,cherry-pickup,Hard,37.63,False,"Array, Dynamic Programming, Matrix",True,False,https://leetcode.com/problems/cherry-pickup
743,742,Closest Leaf in a Binary Tree,closest-leaf-in-a-binary-tree,Medium,46.96,True,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",True,False,https://leetcode.com/problems/closest-leaf-in-a-binary-tree
744,743,Network Delay Time,network-delay-time,Medium,56.6,False,"Depth-First Search, Breadth-First Search, Graph, Heap (Priority Queue), Shortest Path",True,False,https://leetcode.com/problems/network-delay-time
745,744,Find Smallest Letter Greater Than Target,find-smallest-letter-greater-than-target,Easy,53.71,False,"Array, Binary Search",True,False,https://leetcode.com/problems/find-smallest-letter-greater-than-target
746,745,Prefix and Suffix Search,prefix-and-suffix-search,Hard,41.23,False,"Array, Hash Table, String, Design, Trie",True,False,https://leetcode.com/problems/prefix-and-suffix-search
747,746,Min Cost Climbing Stairs,min-cost-climbing-stairs,Easy,66.89,False,"Array, Dynamic Programming",True,False,https://leetcode.com/problems/min-cost-climbing-stairs
748,747,Largest Number At Least Twice of Others,largest-number-at-least-twice-of-others,Easy,50.43,False,"Array, Sorting",True,False,https://leetcode.com/problems/largest-number-at-least-twice-of-others
749,748,Shortest Completing Word,shortest-completing-word,Easy,61.02,False,"Array, Hash Table, String",True,False,https://leetcode.com/problems/shortest-completing-word
750,749,Contain Virus,contain-virus,Hard,52.33,False,"Array, Depth-First Search, Breadth-First Search, Matrix, Simulation",True,False,https://leetcode.com/problems/contain-virus
751,750,Number Of Corner Rectangles,number-of-corner-rectangles,Medium,67.8,True,"Array, Math, Dynamic Programming, Matrix",True,False,https://leetcode.com/problems/number-of-corner-rectangles
752,751,IP to CIDR,ip-to-cidr,Medium,55.39,True,"String, Bit Manipulation",True,False,https://leetcode.com/problems/ip-to-cidr
753,752,Open the Lock,open-the-lock,Medium,60.61,False,"Array, Hash Table, String, Breadth-First Search",True,False,https://leetcode.com/problems/open-the-lock
754,753,Cracking the Safe,cracking-the-safe,Hard,57.61,False,"Depth-First Search, Graph, Eulerian Circuit",True,False,https://leetcode.com/problems/cracking-the-safe
755,754,Reach a Number,reach-a-number,Medium,43.72,False,"Math, Binary Search",True,False,https://leetcode.com/problems/reach-a-number
756,755,Pour Water,pour-water,Medium,47.67,True,"Array, Simulation",True,False,https://leetcode.com/problems/pour-water
757,756,Pyramid Transition Matrix,pyramid-transition-matrix,Medium,52.8,False,"Bit Manipulation, Depth-First Search, Breadth-First Search",True,False,https://leetcode.com/problems/pyramid-transition-matrix
759,757,Set Intersection Size At Least Two,set-intersection-size-at-least-two,Hard,44.95,False,"Array, Greedy, Sorting",True,False,https://leetcode.com/problems/set-intersection-size-at-least-two
760,758,Bold Words in String,bold-words-in-string,Medium,52.0,True,"Array, Hash Table, String, Trie, String Matching",True,False,https://leetcode.com/problems/bold-words-in-string
761,759,Employee Free Time,employee-free-time,Hard,72.52,True,"Array, Sorting, Heap (Priority Queue)",True,False,https://leetcode.com/problems/employee-free-time
762,760,Find Anagram Mappings,find-anagram-mappings,Easy,83.83,True,"Array, Hash Table",True,True,https://leetcode.com/problems/find-anagram-mappings
763,761,Special Binary String,special-binary-string,Hard,63.27,False,"String, Recursion",True,False,https://leetcode.com/problems/special-binary-string
767,762,Prime Number of Set Bits in Binary Representation,prime-number-of-set-bits-in-binary-representation,Easy,70.62,False,"Math, Bit Manipulation",True,False,https://leetcode.com/problems/prime-number-of-set-bits-in-binary-representation
768,763,Partition Labels,partition-labels,Medium,80.22,False,"Hash Table, Two Pointers, String, Greedy",True,False,https://leetcode.com/problems/partition-labels
769,764,Largest Plus Sign,largest-plus-sign,Medium,48.46,False,"Array, Dynamic Programming",True,False,https://leetcode.com/problems/largest-plus-sign
770,765,Couples Holding Hands,couples-holding-hands,Hard,58.18,False,"Greedy, Depth-First Search, Breadth-First Search, Union Find, Graph",True,False,https://leetcode.com/problems/couples-holding-hands
777,766,Toeplitz Matrix,toeplitz-matrix,Easy,69.51,False,"Array, Matrix",True,False,https://leetcode.com/problems/toeplitz-matrix
778,767,Reorganize String,reorganize-string,Medium,55.88,False,"Hash Table, String, Greedy, Sorting, Heap (Priority Queue), Counting",True,False,https://leetcode.com/problems/reorganize-string
779,768,Max Chunks To Make Sorted II,max-chunks-to-make-sorted-ii,Hard,53.99,False,"Array, Stack, Greedy, Sorting, Monotonic Stack",True,False,https://leetcode.com/problems/max-chunks-to-make-sorted-ii
780,769,Max Chunks To Make Sorted,max-chunks-to-make-sorted,Medium,63.96,False,"Array, Stack, Greedy, Sorting, Monotonic Stack",True,False,https://leetcode.com/problems/max-chunks-to-make-sorted
781,770,Basic Calculator IV,basic-calculator-iv,Hard,54.63,False,"Hash Table, Math, String, Stack, Recursion",True,False,https://leetcode.com/problems/basic-calculator-iv
782,771,Jewels and Stones,jewels-and-stones,Easy,89.12,False,"Hash Table, String",True,False,https://leetcode.com/problems/jewels-and-stones
785,772,Basic Calculator III,basic-calculator-iii,Hard,52.07,True,"Math, String, Stack, Recursion",True,False,https://leetcode.com/problems/basic-calculator-iii
787,773,Sliding Puzzle,sliding-puzzle,Hard,73.01,False,"Array, Dynamic Programming, Backtracking, Breadth-First Search, Memoization, Matrix",True,False,https://leetcode.com/problems/sliding-puzzle
788,774,Minimize Max Distance to Gas Station,minimize-max-distance-to-gas-station,Hard,52.8,True,"Array, Binary Search",True,False,https://leetcode.com/problems/minimize-max-distance-to-gas-station
790,775,Global and Local Inversions,global-and-local-inversions,Medium,42.27,False,"Array, Math",True,False,https://leetcode.com/problems/global-and-local-inversions
791,776,Split BST,split-bst,Medium,82.46,True,"Tree, Binary Search Tree, Recursion, Binary Tree",True,False,https://leetcode.com/problems/split-bst
793,777,Swap Adjacent in LR String,swap-adjacent-in-lr-string,Medium,37.41,False,"Two Pointers, String",True,False,https://leetcode.com/problems/swap-adjacent-in-lr-string
794,778,Swim in Rising Water,swim-in-rising-water,Hard,62.32,False,"Array, Binary Search, Depth-First Search, Breadth-First Search, Union Find, Heap (Priority Queue), Matrix",True,False,https://leetcode.com/problems/swim-in-rising-water
795,779,K-th Symbol in Grammar,k-th-symbol-in-grammar,Medium,47.2,False,"Math, Bit Manipulation, Recursion",True,False,https://leetcode.com/problems/k-th-symbol-in-grammar
796,780,Reaching Points,reaching-points,Hard,33.51,False,Math,True,False,https://leetcode.com/problems/reaching-points
797,781,Rabbits in Forest,rabbits-in-forest,Medium,52.65,False,"Array, Hash Table, Math, Greedy",True,False,https://leetcode.com/problems/rabbits-in-forest
798,782,Transform to Chessboard,transform-to-chessboard,Hard,50.47,False,"Array, Math, Bit Manipulation, Matrix",True,False,https://leetcode.com/problems/transform-to-chessboard
799,783,Minimum Distance Between BST Nodes,minimum-distance-between-bst-nodes,Easy,60.14,False,"Tree, Depth-First Search, Breadth-First Search, Binary Search Tree, Binary Tree",True,False,https://leetcode.com/problems/minimum-distance-between-bst-nodes
800,784,Letter Case Permutation,letter-case-permutation,Medium,74.84,False,"String, Backtracking, Bit Manipulation",True,False,https://leetcode.com/problems/letter-case-permutation
801,785,Is Graph Bipartite?,is-graph-bipartite,Medium,57.28,False,"Depth-First Search, Breadth-First Search, Union Find, Graph",True,True,https://leetcode.com/problems/is-graph-bipartite
802,786,K-th Smallest Prime Fraction,k-th-smallest-prime-fraction,Medium,68.41,False,"Array, Two Pointers, Binary Search, Sorting, Heap (Priority Queue)",True,False,https://leetcode.com/problems/k-th-smallest-prime-fraction
803,787,Cheapest Flights Within K Stops,cheapest-flights-within-k-stops,Medium,40.13,False,"Dynamic Programming, Depth-First Search, Breadth-First Search, Graph, Heap (Priority Queue), Shortest Path",True,False,https://leetcode.com/problems/cheapest-flights-within-k-stops
804,788,Rotated Digits,rotated-digits,Medium,56.41,False,"Math, Dynamic Programming",True,False,https://leetcode.com/problems/rotated-digits
805,789,Escape The Ghosts,escape-the-ghosts,Medium,62.42,False,"Array, Math",True,False,https://leetcode.com/problems/escape-the-ghosts
806,790,Domino and Tromino Tiling,domino-and-tromino-tiling,Medium,48.52,False,Dynamic Programming,True,True,https://leetcode.com/problems/domino-and-tromino-tiling
807,791,Custom Sort String,custom-sort-string,Medium,71.78,False,"Hash Table, String, Sorting",True,False,https://leetcode.com/problems/custom-sort-string
808,792,Number of Matching Subsequences,number-of-matching-subsequences,Medium,50.7,False,"Array, Hash Table, String, Binary Search, Dynamic Programming, Trie, Sorting",True,False,https://leetcode.com/problems/number-of-matching-subsequences
809,793,Preimage Size of Factorial Zeroes Function,preimage-size-of-factorial-zeroes-function,Hard,45.53,False,"Math, Binary Search",True,False,https://leetcode.com/problems/preimage-size-of-factorial-zeroes-function
810,794,Valid Tic-Tac-Toe State,valid-tic-tac-toe-state,Medium,34.61,False,"Array, Matrix",True,False,https://leetcode.com/problems/valid-tic-tac-toe-state
811,795,Number of Subarrays with Bounded Maximum,number-of-subarrays-with-bounded-maximum,Medium,53.61,False,"Array, Two Pointers",True,False,https://leetcode.com/problems/number-of-subarrays-with-bounded-maximum
812,796,Rotate String,rotate-string,Easy,63.62,False,"String, String Matching",True,False,https://leetcode.com/problems/rotate-string
813,797,All Paths From Source to Target,all-paths-from-source-to-target,Medium,82.97,False,"Backtracking, Depth-First Search, Breadth-First Search, Graph",True,False,https://leetcode.com/problems/all-paths-from-source-to-target
814,798,Smallest Rotation with Highest Score,smallest-rotation-with-highest-score,Hard,51.84,False,"Array, Prefix Sum",True,False,https://leetcode.com/problems/smallest-rotation-with-highest-score
815,799,Champagne Tower,champagne-tower,Medium,58.22,False,Dynamic Programming,True,False,https://leetcode.com/problems/champagne-tower
818,800,Similar RGB Color,similar-rgb-color,Easy,67.74,True,"Math, String, Enumeration",True,False,https://leetcode.com/problems/similar-rgb-color
819,801,Minimum Swaps To Make Sequences Increasing,minimum-swaps-to-make-sequences-increasing,Hard,40.6,False,"Array, Dynamic Programming",True,False,https://leetcode.com/problems/minimum-swaps-to-make-sequences-increasing
820,802,Find Eventual Safe States,find-eventual-safe-states,Medium,68.05,False,"Depth-First Search, Breadth-First Search, Graph, Topological Sort",True,False,https://leetcode.com/problems/find-eventual-safe-states
821,803,Bricks Falling When Hit,bricks-falling-when-hit,Hard,35.32,False,"Array, Union Find, Matrix",True,False,https://leetcode.com/problems/bricks-falling-when-hit
822,804,Unique Morse Code Words,unique-morse-code-words,Easy,83.16,False,"Array, Hash Table, String",True,False,https://leetcode.com/problems/unique-morse-code-words
823,805,Split Array With Same Average,split-array-with-same-average,Hard,25.86,False,"Array, Math, Dynamic Programming, Bit Manipulation, Bitmask",True,False,https://leetcode.com/problems/split-array-with-same-average
824,806,Number of Lines To Write String,number-of-lines-to-write-string,Easy,70.29,False,"Array, String",True,False,https://leetcode.com/problems/number-of-lines-to-write-string
825,807,Max Increase to Keep City Skyline,max-increase-to-keep-city-skyline,Medium,86.16,False,"Array, Greedy, Matrix",True,False,https://leetcode.com/problems/max-increase-to-keep-city-skyline
826,808,Soup Servings,soup-servings,Medium,53.32,False,"Math, Dynamic Programming, Probability and Statistics",True,False,https://leetcode.com/problems/soup-servings
827,809,Expressive Words,expressive-words,Medium,46.31,False,"Array, Two Pointers, String",True,False,https://leetcode.com/problems/expressive-words
828,810,Chalkboard XOR Game,chalkboard-xor-game,Hard,62.23,False,"Array, Math, Bit Manipulation, Brainteaser, Game Theory",True,False,https://leetcode.com/problems/chalkboard-xor-game
829,811,Subdomain Visit Count,subdomain-visit-count,Medium,76.76,False,"Array, Hash Table, String, Counting",True,False,https://leetcode.com/problems/subdomain-visit-count
830,812,Largest Triangle Area,largest-triangle-area,Easy,61.74,False,"Array, Math, Geometry",True,False,https://leetcode.com/problems/largest-triangle-area
831,813,Largest Sum of Averages,largest-sum-of-averages,Medium,53.93,False,"Array, Dynamic Programming, Prefix Sum",True,False,https://leetcode.com/problems/largest-sum-of-averages
832,814,Binary Tree Pruning,binary-tree-pruning,Medium,72.31,False,"Tree, Depth-First Search, Binary Tree",True,False,https://leetcode.com/problems/binary-tree-pruning
833,815,Bus Routes,bus-routes,Hard,47.01,False,"Array, Hash Table, Breadth-First Search",True,False,https://leetcode.com/problems/bus-routes
834,816,Ambiguous Coordinates,ambiguous-coordinates,Medium,55.76,False,"String, Backtracking, Enumeration",True,False,https://leetcode.com/problems/ambiguous-coordinates
835,817,Linked List Components,linked-list-components,Medium,57.12,False,"Array, Hash Table, Linked List",True,False,https://leetcode.com/problems/linked-list-components
836,818,Race Car,race-car,Hard,44.0,False,Dynamic Programming,True,False,https://leetcode.com/problems/race-car
837,819,Most Common Word,most-common-word,Easy,44.49,False,"Array, Hash Table, String, Counting",True,False,https://leetcode.com/problems/most-common-word
839,820,Short Encoding of Words,short-encoding-of-words,Medium,60.51,False,"Array, Hash Table, String, Trie",True,False,https://leetcode.com/problems/short-encoding-of-words
841,821,Shortest Distance to a Character,shortest-distance-to-a-character,Easy,72.03,False,"Array, Two Pointers, String",True,False,https://leetcode.com/problems/shortest-distance-to-a-character
842,822,Card Flipping Game,card-flipping-game,Medium,48.01,False,"Array, Hash Table",True,False,https://leetcode.com/problems/card-flipping-game
843,823,Binary Trees With Factors,binary-trees-with-factors,Medium,52.91,False,"Array, Hash Table, Dynamic Programming, Sorting",True,False,https://leetcode.com/problems/binary-trees-with-factors
851,824,Goat Latin,goat-latin,Easy,69.17,False,String,True,False,https://leetcode.com/problems/goat-latin
852,825,Friends Of Appropriate Ages,friends-of-appropriate-ages,Medium,48.79,False,"Array, Two Pointers, Binary Search, Sorting",True,False,https://leetcode.com/problems/friends-of-appropriate-ages
853,826,Most Profit Assigning Work,most-profit-assigning-work,Medium,55.85,False,"Array, Two Pointers, Binary Search, Greedy, Sorting",True,False,https://leetcode.com/problems/most-profit-assigning-work
854,827,Making A Large Island,making-a-large-island,Hard,54.38,False,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix",True,False,https://leetcode.com/problems/making-a-large-island
855,828,Count Unique Characters of All Substrings of a Given String,count-unique-characters-of-all-substrings-of-a-given-string,Hard,52.67,False,"Hash Table, String, Dynamic Programming",True,False,https://leetcode.com/problems/count-unique-characters-of-all-substrings-of-a-given-string
856,829,Consecutive Numbers Sum,consecutive-numbers-sum,Hard,41.92,False,"Math, Enumeration",True,False,https://leetcode.com/problems/consecutive-numbers-sum
857,830,Positions of Large Groups,positions-of-large-groups,Easy,52.76,False,String,True,False,https://leetcode.com/problems/positions-of-large-groups
858,831,Masking Personal Information,masking-personal-information,Medium,50.21,False,String,True,False,https://leetcode.com/problems/masking-personal-information
861,832,Flipping an Image,flipping-an-image,Easy,82.8,False,"Array, Two Pointers, Bit Manipulation, Matrix, Simulation",True,False,https://leetcode.com/problems/flipping-an-image
862,833,Find And Replace in String,find-and-replace-in-string,Medium,51.47,False,"Array, Hash Table, String, Sorting",True,False,https://leetcode.com/problems/find-and-replace-in-string
863,834,Sum of Distances in Tree,sum-of-distances-in-tree,Hard,65.27,False,"Dynamic Programming, Tree, Depth-First Search, Graph",True,False,https://leetcode.com/problems/sum-of-distances-in-tree
864,835,Image Overlap,image-overlap,Medium,63.69,False,"Array, Matrix",True,False,https://leetcode.com/problems/image-overlap
866,836,Rectangle Overlap,rectangle-overlap,Easy,45.55,False,"Math, Geometry",True,False,https://leetcode.com/problems/rectangle-overlap
867,837,New 21 Game,new-21-game,Medium,44.8,False,"Math, Dynamic Programming, Sliding Window, Probability and Statistics",True,False,https://leetcode.com/problems/new-21-game
868,838,Push Dominoes,push-dominoes,Medium,57.33,False,"Two Pointers, String, Dynamic Programming",True,False,https://leetcode.com/problems/push-dominoes
869,839,Similar String Groups,similar-string-groups,Hard,55.45,False,"Array, Hash Table, String, Depth-First Search, Breadth-First Search, Union Find",True,False,https://leetcode.com/problems/similar-string-groups
870,840,Magic Squares In Grid,magic-squares-in-grid,Medium,51.53,False,"Array, Hash Table, Math, Matrix",True,False,https://leetcode.com/problems/magic-squares-in-grid
871,841,Keys and Rooms,keys-and-rooms,Medium,74.33,False,"Depth-First Search, Breadth-First Search, Graph",True,False,https://leetcode.com/problems/keys-and-rooms
872,842,Split Array into Fibonacci Sequence,split-array-into-fibonacci-sequence,Medium,39.54,False,"String, Backtracking",True,False,https://leetcode.com/problems/split-array-into-fibonacci-sequence
873,843,Guess the Word,guess-the-word,Hard,37.93,False,"Array, Math, String, Interactive, Game Theory",False,False,https://leetcode.com/problems/guess-the-word
874,844,Backspace String Compare,backspace-string-compare,Easy,49.42,False,"Two Pointers, String, Stack, Simulation",True,False,https://leetcode.com/problems/backspace-string-compare
875,845,Longest Mountain in Array,longest-mountain-in-array,Medium,40.92,False,"Array, Two Pointers, Dynamic Programming, Enumeration",True,False,https://leetcode.com/problems/longest-mountain-in-array
876,846,Hand of Straights,hand-of-straights,Medium,56.88,False,"Array, Hash Table, Greedy, Sorting",True,False,https://leetcode.com/problems/hand-of-straights
877,847,Shortest Path Visiting All Nodes,shortest-path-visiting-all-nodes,Hard,65.36,False,"Dynamic Programming, Bit Manipulation, Breadth-First Search, Graph, Bitmask",True,False,https://leetcode.com/problems/shortest-path-visiting-all-nodes
878,848,Shifting Letters,shifting-letters,Medium,45.37,False,"Array, String, Prefix Sum",True,False,https://leetcode.com/problems/shifting-letters
879,849,Maximize Distance to Closest Person,maximize-distance-to-closest-person,Medium,48.76,False,Array,True,False,https://leetcode.com/problems/maximize-distance-to-closest-person
880,850,Rectangle Area II,rectangle-area-ii,Hard,54.44,False,"Array, Segment Tree, Line Sweep, Ordered Set",True,False,https://leetcode.com/problems/rectangle-area-ii
881,851,Loud and Rich,loud-and-rich,Medium,61.01,False,"Array, Depth-First Search, Graph, Topological Sort",True,False,https://leetcode.com/problems/loud-and-rich
882,852,Peak Index in a Mountain Array,peak-index-in-a-mountain-array,Medium,67.72,False,"Array, Binary Search",True,False,https://leetcode.com/problems/peak-index-in-a-mountain-array
883,853,Car Fleet,car-fleet,Medium,53.05,False,"Array, Stack, Sorting, Monotonic Stack",True,False,https://leetcode.com/problems/car-fleet
884,854,K-Similar Strings,k-similar-strings,Hard,40.02,False,"String, Breadth-First Search",True,False,https://leetcode.com/problems/k-similar-strings
885,855,Exam Room,exam-room,Medium,43.63,False,"Design, Heap (Priority Queue), Ordered Set",True,False,https://leetcode.com/problems/exam-room
886,856,Score of Parentheses,score-of-parentheses,Medium,63.77,False,"String, Stack",True,False,https://leetcode.com/problems/score-of-parentheses
887,857,Minimum Cost to Hire K Workers,minimum-cost-to-hire-k-workers,Hard,63.41,False,"Array, Greedy, Sorting, Heap (Priority Queue)",True,False,https://leetcode.com/problems/minimum-cost-to-hire-k-workers
888,858,Mirror Reflection,mirror-reflection,Medium,62.06,False,"Math, Geometry, Number Theory",True,False,https://leetcode.com/problems/mirror-reflection
889,859,Buddy Strings,buddy-strings,Easy,33.55,False,"Hash Table, String",True,False,https://leetcode.com/problems/buddy-strings
890,860,Lemonade Change,lemonade-change,Easy,58.31,False,"Array, Greedy",True,False,https://leetcode.com/problems/lemonade-change
891,861,Score After Flipping Matrix,score-after-flipping-matrix,Medium,80.22,False,"Array, Greedy, Bit Manipulation, Matrix",True,False,https://leetcode.com/problems/score-after-flipping-matrix
892,862,Shortest Subarray with Sum at Least K,shortest-subarray-with-sum-at-least-k,Hard,32.17,False,"Array, Binary Search, Queue, Sliding Window, Heap (Priority Queue), Prefix Sum, Monotonic Queue",True,False,https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k
893,863,All Nodes Distance K in Binary Tree,all-nodes-distance-k-in-binary-tree,Medium,65.95,False,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree",True,False,https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree
895,864,Shortest Path to Get All Keys,shortest-path-to-get-all-keys,Hard,53.62,False,"Array, Bit Manipulation, Breadth-First Search, Matrix",True,False,https://leetcode.com/problems/shortest-path-to-get-all-keys
896,865,Smallest Subtree with all the Deepest Nodes,smallest-subtree-with-all-the-deepest-nodes,Medium,71.6,False,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree",True,False,https://leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes
897,866,Prime Palindrome,prime-palindrome,Medium,26.59,False,"Math, Number Theory",True,False,https://leetcode.com/problems/prime-palindrome
898,867,Transpose Matrix,transpose-matrix,Easy,73.81,False,"Array, Matrix, Simulation",True,False,https://leetcode.com/problems/transpose-matrix
899,868,Binary Gap,binary-gap,Easy,64.32,False,Bit Manipulation,True,False,https://leetcode.com/problems/binary-gap
900,869,Reordered Power of 2,reordered-power-of-2,Medium,62.18,False,"Hash Table, Math, Sorting, Counting, Enumeration",True,False,https://leetcode.com/problems/reordered-power-of-2
901,870,Advantage Shuffle,advantage-shuffle,Medium,53.15,False,"Array, Two Pointers, Greedy, Sorting",True,False,https://leetcode.com/problems/advantage-shuffle
902,871,Minimum Number of Refueling Stops,minimum-number-of-refueling-stops,Hard,40.41,False,"Array, Dynamic Programming, Greedy, Heap (Priority Queue)",True,False,https://leetcode.com/problems/minimum-number-of-refueling-stops
904,872,Leaf-Similar Trees,leaf-similar-trees,Easy,70.05,False,"Tree, Depth-First Search, Binary Tree",True,False,https://leetcode.com/problems/leaf-similar-trees
905,873,Length of Longest Fibonacci Subsequence,length-of-longest-fibonacci-subsequence,Medium,57.64,False,"Array, Hash Table, Dynamic Programming",True,False,https://leetcode.com/problems/length-of-longest-fibonacci-subsequence
